,_data,atemp,cnt,dteday,holiday,hr,hum,instant,mnth,season,temp,weathersit,weekday,windspeed,workingday,yr,day,dow,woy,cnt_log,by_season_all,peak,ideal,wet
891,train,0.3333,79.0,2011-03-01,0,14,0.36,1352,3,1,0.32,1,2,0.1343,1,0,1,1,9,4.38202663467,312498.0,0,0,0
892,train,0.3636,64.0,2011-03-01,0,15,0.34,1353,3,1,0.34,1,2,0.0,1,0,1,1,9,4.1743872699,312498.0,0,0,0
893,train,0.3485,102.0,2011-03-01,0,16,0.34,1354,3,1,0.34,1,2,0.0896,1,0,1,1,9,4.63472898823,312498.0,0,0,0
894,train,0.3485,242.0,2011-03-01,0,17,0.34,1355,3,1,0.34,1,2,0.0896,1,0,1,1,9,5.49306144334,312498.0,1,0,0
895,train,0.3182,224.0,2011-03-01,0,18,0.39,1356,3,1,0.32,1,2,0.194,1,0,1,1,9,5.4161004022,312498.0,1,0,0
896,train,0.303,119.0,2011-03-01,0,19,0.49,1357,3,1,0.3,1,2,0.1343,1,0,1,1,9,4.78749174278,312498.0,0,0,0
897,train,0.3182,88.0,2011-03-01,0,20,0.61,1358,3,1,0.3,1,2,0.0896,1,0,1,1,9,4.48863636973,312498.0,0,0,1
898,train,0.303,63.0,2011-03-01,0,21,0.56,1359,3,1,0.26,1,2,0.0,1,0,1,1,9,4.15888308336,312498.0,0,0,0
899,train,0.2727,47.0,2011-03-01,0,22,0.62,1360,3,1,0.24,1,2,0.1045,1,0,1,1,9,3.87120101091,312498.0,0,0,1
900,train,0.2273,25.0,2011-03-01,0,23,0.65,1361,3,1,0.24,1,2,0.2239,1,0,1,1,9,3.25809653802,312498.0,0,0,1
901,train,0.2273,8.0,2011-03-02,0,0,0.69,1362,3,1,0.22,1,3,0.1642,1,0,2,2,9,2.19722457734,312498.0,0,0,1
902,train,0.2273,4.0,2011-03-02,0,1,0.69,1363,3,1,0.22,1,3,0.194,1,0,2,2,9,1.60943791243,312498.0,0,0,1
903,train,0.2273,2.0,2011-03-02,0,2,0.69,1364,3,1,0.22,1,3,0.194,1,0,2,2,9,1.09861228867,312498.0,0,0,1
904,train,0.2121,4.0,2011-03-02,0,3,0.69,1365,3,1,0.22,1,3,0.2836,1,0,2,2,9,1.60943791243,312498.0,0,0,1
905,train,0.2121,1.0,2011-03-02,0,4,0.75,1366,3,1,0.2,1,3,0.1343,1,0,2,2,9,0.69314718056,312498.0,0,0,1
906,train,0.2121,5.0,2011-03-02,0,5,0.69,1367,3,1,0.22,1,3,0.2239,1,0,2,2,9,1.79175946923,312498.0,0,0,1
907,train,0.2121,40.0,2011-03-02,0,6,0.55,1368,3,1,0.22,1,3,0.2537,1,0,2,2,9,3.7135720667,312498.0,0,0,0
908,train,0.2121,110.0,2011-03-02,0,7,0.64,1369,3,1,0.22,1,3,0.2537,1,0,2,2,9,4.70953020131,312498.0,0,0,1
909,train,0.2121,256.0,2011-03-02,0,8,0.65,1370,3,1,0.24,1,3,0.2836,1,0,2,2,9,5.5490760849,312498.0,1,0,1
910,train,0.2576,148.0,2011-03-02,0,9,0.56,1371,3,1,0.28,1,3,0.2985,1,0,2,2,9,5.00394630595,312498.0,0,0,0
911,train,0.303,76.0,2011-03-02,0,10,0.49,1372,3,1,0.32,1,3,0.2836,1,0,2,2,9,4.34380542185,312498.0,0,0,0
912,train,0.303,73.0,2011-03-02,0,11,0.53,1373,3,1,0.34,1,3,0.3284,1,0,2,2,9,4.3040650932,312498.0,0,0,0
913,train,0.4091,82.0,2011-03-02,0,12,0.43,1374,3,1,0.4,1,3,0.194,1,0,2,2,9,4.4188406078,312498.0,1,0,0
914,train,0.4848,125.0,2011-03-02,0,13,0.25,1375,3,1,0.5,1,3,0.0,1,0,2,2,9,4.83628190695,312498.0,0,0,0
915,train,0.5,96.0,2011-03-02,0,14,0.23,1376,3,1,0.52,1,3,0.2985,1,0,2,2,9,4.5747109785,312498.0,0,0,0
916,train,0.5152,110.0,2011-03-02,0,15,0.19,1377,3,1,0.54,1,3,0.4179,1,0,2,2,9,4.70953020131,312498.0,0,0,0
917,train,0.5152,139.0,2011-03-02,0,16,0.19,1378,3,1,0.54,1,3,0.3284,1,0,2,2,9,4.94164242261,312498.0,0,0,0
918,train,0.4848,268.0,2011-03-02,0,17,0.23,1379,3,1,0.5,1,3,0.2836,1,0,2,2,9,5.5947113796,312498.0,1,0,0
919,train,0.4545,201.0,2011-03-02,0,18,0.23,1380,3,1,0.46,1,3,0.4925,1,0,2,2,9,5.3082676974,312498.0,1,0,0
920,train,0.4091,150.0,2011-03-02,0,19,0.28,1381,3,1,0.4,1,3,0.5224,1,0,2,2,9,5.01727983681,312498.0,0,0,0
921,train,0.3333,95.0,2011-03-02,0,20,0.29,1382,3,1,0.36,1,3,0.4179,1,0,2,2,9,4.56434819147,312498.0,0,0,0
922,train,0.2879,71.0,2011-03-02,0,21,0.29,1383,3,1,0.34,1,3,0.4627,1,0,2,2,9,4.27666611902,312498.0,0,0,0
923,train,0.2576,48.0,2011-03-02,0,22,0.26,1384,3,1,0.3,1,3,0.5522,1,0,2,2,9,3.89182029811,312498.0,0,0,0
924,train,0.2121,22.0,2011-03-02,0,23,0.3,1385,3,1,0.26,1,3,0.5224,1,0,2,2,9,3.13549421593,312498.0,0,0,0
925,train,0.197,13.0,2011-03-03,0,0,0.3,1386,3,1,0.24,1,4,0.4627,1,0,3,3,9,2.63905732962,312498.0,0,0,0
926,train,0.197,1.0,2011-03-03,0,1,0.3,1387,3,1,0.24,1,4,0.4627,1,0,3,3,9,0.69314718056,312498.0,0,0,0
927,train,0.1667,3.0,2011-03-03,0,2,0.27,1388,3,1,0.2,1,4,0.4627,1,0,3,3,9,1.38629436112,312498.0,0,0,0
928,train,0.1667,1.0,2011-03-03,0,3,0.27,1389,3,1,0.2,1,4,0.4627,1,0,3,3,9,0.69314718056,312498.0,0,0,0
929,train,0.1212,1.0,2011-03-03,0,4,0.31,1390,3,1,0.16,1,4,0.4925,1,0,3,3,9,0.69314718056,312498.0,0,0,0
930,train,0.1212,8.0,2011-03-03,0,5,0.33,1391,3,1,0.14,1,4,0.2985,1,0,3,3,9,2.19722457734,312498.0,0,0,0
931,train,0.1212,35.0,2011-03-03,0,6,0.33,1392,3,1,0.14,1,4,0.2985,1,0,3,3,9,3.58351893846,312498.0,0,0,0
932,train,0.0909,111.0,2011-03-03,0,7,0.42,1393,3,1,0.12,1,4,0.4179,1,0,3,3,9,4.7184988713,312498.0,0,0,0
933,train,0.1212,220.0,2011-03-03,0,8,0.39,1394,3,1,0.14,1,4,0.2985,1,0,3,3,9,5.39816270152,312498.0,1,0,0
934,train,0.1364,145.0,2011-03-03,0,9,0.37,1395,3,1,0.16,1,4,0.2836,1,0,3,3,9,4.98360662171,312498.0,0,0,0
935,train,0.1818,56.0,2011-03-03,0,10,0.29,1396,3,1,0.18,1,4,0.194,1,0,3,3,9,4.04305126783,312498.0,0,0,0
936,train,0.2273,50.0,2011-03-03,0,11,0.29,1397,3,1,0.2,1,4,0.0896,1,0,3,3,9,3.93182563272,312498.0,0,0,0
937,train,0.2273,72.0,2011-03-03,0,12,0.25,1398,3,1,0.22,1,4,0.1343,1,0,3,3,9,4.29045944115,312498.0,1,0,0
938,train,0.2576,80.0,2011-03-03,0,13,0.25,1399,3,1,0.22,1,4,0.0896,1,0,3,3,9,4.39444915467,312498.0,0,0,0
939,train,0.2576,78.0,2011-03-03,0,14,0.21,1400,3,1,0.24,1,4,0.1045,1,0,3,3,9,4.36944785247,312498.0,0,0,0
940,train,0.2879,68.0,2011-03-03,0,15,0.23,1401,3,1,0.24,1,4,0.0,1,0,3,3,9,4.2341065046,312498.0,0,0,0
941,train,0.303,71.0,2011-03-03,0,16,0.23,1402,3,1,0.26,1,4,0.0,1,0,3,3,9,4.27666611902,312498.0,0,0,0
942,train,0.303,202.0,2011-03-03,0,17,0.22,1403,3,1,0.26,1,4,0.0,1,0,3,3,9,5.31320597904,312498.0,1,0,0
943,train,0.2121,167.0,2011-03-03,0,18,0.35,1404,3,1,0.24,1,4,0.3284,1,0,3,3,9,5.1239639794,312498.0,1,0,0
944,train,0.197,106.0,2011-03-03,0,19,0.4,1405,3,1,0.2,1,4,0.2537,1,0,3,3,9,4.67282883446,312498.0,0,0,0
945,train,0.2273,70.0,2011-03-03,0,20,0.4,1406,3,1,0.2,1,4,0.0896,1,0,3,3,9,4.26267987704,312498.0,0,0,0
946,train,0.2121,51.0,2011-03-03,0,21,0.4,1407,3,1,0.18,1,4,0.1045,1,0,3,3,9,3.95124371858,312498.0,0,0,0
947,train,0.2576,53.0,2011-03-03,0,22,0.4,1408,3,1,0.2,1,4,0.0,1,0,3,3,9,3.98898404656,312498.0,0,0,0
948,train,0.2121,23.0,2011-03-03,0,23,0.43,1409,3,1,0.18,2,4,0.0896,1,0,3,3,9,3.17805383035,312498.0,0,0,0
949,train,0.197,12.0,2011-03-04,0,0,0.55,1410,3,1,0.2,2,5,0.194,1,0,4,4,9,2.56494935746,312498.0,0,0,0
950,train,0.1818,4.0,2011-03-04,0,1,0.64,1411,3,1,0.18,2,5,0.194,1,0,4,4,9,1.60943791243,312498.0,0,0,1
951,train,0.1818,2.0,2011-03-04,0,2,0.64,1412,3,1,0.18,2,5,0.194,1,0,4,4,9,1.09861228867,312498.0,0,0,1
952,train,0.1667,1.0,2011-03-04,0,3,0.74,1413,3,1,0.18,2,5,0.2537,1,0,4,4,9,0.69314718056,312498.0,0,0,1
953,train,0.1818,1.0,2011-03-04,0,4,0.74,1414,3,1,0.18,2,5,0.194,1,0,4,4,9,0.69314718056,312498.0,0,0,1
954,train,0.1818,7.0,2011-03-04,0,5,0.74,1415,3,1,0.16,2,5,0.1343,1,0,4,4,9,2.07944154168,312498.0,0,0,1
955,train,0.197,29.0,2011-03-04,0,6,0.74,1416,3,1,0.16,2,5,0.0896,1,0,4,4,9,3.40119738166,312498.0,0,0,1
956,train,0.1818,83.0,2011-03-04,0,7,0.8,1417,3,1,0.16,1,5,0.1343,1,0,4,4,9,4.43081679884,312498.0,0,0,1
957,train,0.197,228.0,2011-03-04,0,8,0.74,1418,3,1,0.18,1,5,0.1343,1,0,4,4,9,5.43372200355,312498.0,1,0,1
958,train,0.2273,150.0,2011-03-04,0,9,0.6,1419,3,1,0.22,1,5,0.1343,1,0,4,4,9,5.01727983681,312498.0,0,0,1
959,train,0.2273,66.0,2011-03-04,0,10,0.6,1420,3,1,0.24,1,5,0.2537,1,0,4,4,9,4.20469261939,312498.0,0,0,1
960,train,0.2727,89.0,2011-03-04,0,11,0.52,1421,3,1,0.28,1,5,0.2239,1,0,4,4,9,4.49980967033,312498.0,0,0,0
961,train,0.303,97.0,2011-03-04,0,12,0.43,1422,3,1,0.32,1,5,0.1642,1,0,4,4,9,4.58496747867,312498.0,1,0,0
962,train,0.3182,87.0,2011-03-04,0,13,0.42,1423,3,1,0.34,1,5,0.2239,1,0,4,4,9,4.47733681448,312498.0,0,0,0
963,train,0.3333,95.0,2011-03-04,0,14,0.4,1424,3,1,0.36,1,5,0.2836,1,0,4,4,9,4.56434819147,312498.0,0,0,0
964,train,0.3333,106.0,2011-03-04,0,15,0.4,1425,3,1,0.36,1,5,0.2985,1,0,4,4,9,4.67282883446,312498.0,0,0,0
965,train,0.3485,118.0,2011-03-04,0,16,0.46,1426,3,1,0.36,1,5,0.194,1,0,4,4,9,4.77912349311,312498.0,0,0,0
966,train,0.3333,228.0,2011-03-04,0,17,0.5,1427,3,1,0.36,2,5,0.2537,1,0,4,4,9,5.43372200355,312498.0,1,0,0
967,train,0.303,187.0,2011-03-04,0,18,0.53,1428,3,1,0.34,2,5,0.2985,1,0,4,4,9,5.23644196283,312498.0,1,0,0
968,train,0.303,107.0,2011-03-04,0,19,0.61,1429,3,1,0.32,1,5,0.2537,1,0,4,4,9,4.68213122712,312498.0,0,0,1
969,train,0.2879,87.0,2011-03-04,0,20,0.7,1430,3,1,0.3,2,5,0.194,1,0,4,4,9,4.47733681448,312498.0,0,0,1
970,train,0.2879,70.0,2011-03-04,0,21,0.7,1431,3,1,0.3,2,5,0.2239,1,0,4,4,9,4.26267987704,312498.0,0,0,1
971,train,0.2879,44.0,2011-03-04,0,22,0.7,1432,3,1,0.3,1,5,0.194,1,0,4,4,9,3.80666248977,312498.0,0,0,1
972,train,0.303,46.0,2011-03-04,0,23,0.75,1433,3,1,0.3,2,5,0.1642,1,0,4,4,9,3.85014760171,312498.0,0,0,1
973,train,0.2879,19.0,2011-03-05,0,0,0.81,1434,3,1,0.28,2,6,0.1045,0,0,5,5,9,2.99573227355,312498.0,0,0,0
974,train,0.3182,25.0,2011-03-05,0,1,0.81,1435,3,1,0.3,2,6,0.1045,0,0,5,5,9,3.25809653802,312498.0,0,0,0
975,train,0.2879,20.0,2011-03-05,0,2,0.87,1436,3,1,0.3,2,6,0.194,0,0,5,5,9,3.04452243772,312498.0,0,0,0
976,train,0.2879,2.0,2011-03-05,0,3,0.87,1437,3,1,0.3,2,6,0.194,0,0,5,5,9,1.09861228867,312498.0,0,0,0
977,train,0.303,1.0,2011-03-05,0,4,0.93,1438,3,1,0.3,2,6,0.1642,0,0,5,5,9,0.69314718056,312498.0,0,0,0
978,train,0.303,3.0,2011-03-05,0,5,1.0,1439,3,1,0.3,2,6,0.1343,0,0,5,5,9,1.38629436112,312498.0,0,0,0
979,train,0.2879,4.0,2011-03-05,0,6,1.0,1440,3,1,0.3,2,6,0.2239,0,0,5,5,9,1.60943791243,312498.0,0,0,0
980,train,0.2727,15.0,2011-03-05,0,7,1.0,1441,3,1,0.3,2,6,0.2985,0,0,5,5,9,2.77258872224,312498.0,0,0,0
981,train,0.2727,45.0,2011-03-05,0,8,1.0,1442,3,1,0.3,2,6,0.2985,0,0,5,5,9,3.82864139649,312498.0,0,0,0
982,train,0.303,63.0,2011-03-05,0,9,0.93,1443,3,1,0.32,2,6,0.2239,0,0,5,5,9,4.15888308336,312498.0,0,0,0
983,train,0.3333,103.0,2011-03-05,0,10,0.93,1444,3,1,0.34,2,6,0.194,0,0,5,5,9,4.64439089914,312498.0,1,0,0
984,train,0.4091,159.0,2011-03-05,0,11,0.76,1445,3,1,0.4,2,6,0.2239,0,0,5,5,9,5.07517381523,312498.0,1,0,0
985,train,0.4394,167.0,2011-03-05,0,12,0.67,1446,3,1,0.44,2,6,0.2537,0,0,5,5,9,5.1239639794,312498.0,1,0,0
986,train,0.4545,190.0,2011-03-05,0,13,0.67,1447,3,1,0.46,2,6,0.2836,0,0,5,5,9,5.25227342805,312498.0,1,0,0
987,train,0.4697,198.0,2011-03-05,0,14,0.59,1448,3,1,0.48,2,6,0.2836,0,0,5,5,9,5.29330482472,312498.0,1,0,0
988,train,0.4545,205.0,2011-03-05,0,15,0.63,1449,3,1,0.46,2,6,0.2985,0,0,5,5,9,5.32787616879,312498.0,1,0,0
989,train,0.4697,204.0,2011-03-05,0,16,0.59,1450,3,1,0.48,2,6,0.2985,0,0,5,5,9,5.32300997914,312498.0,1,0,0
990,train,0.4697,164.0,2011-03-05,0,17,0.59,1451,3,1,0.48,2,6,0.3582,0,0,5,5,9,5.1059454739,312498.0,1,0,0
991,train,0.4697,152.0,2011-03-05,0,18,0.59,1452,3,1,0.48,2,6,0.3284,0,0,5,5,9,5.03043792139,312498.0,1,0,0
992,train,0.4545,89.0,2011-03-05,0,19,0.67,1453,3,1,0.46,2,6,0.3284,0,0,5,5,9,4.49980967033,312498.0,1,0,0
993,train,0.4394,70.0,2011-03-05,0,20,0.77,1454,3,1,0.44,2,6,0.3284,0,0,5,5,9,4.26267987704,312498.0,0,0,0
994,train,0.4394,72.0,2011-03-05,0,21,0.72,1455,3,1,0.44,2,6,0.3284,0,0,5,5,9,4.29045944115,312498.0,0,0,0
995,train,0.4242,63.0,2011-03-05,0,22,0.77,1456,3,1,0.42,2,6,0.2985,0,0,5,5,9,4.15888308336,312498.0,0,0,0
996,train,0.4394,44.0,2011-03-05,0,23,0.77,1457,3,1,0.44,2,6,0.2985,0,0,5,5,9,3.80666248977,312498.0,0,0,0
997,train,0.4242,52.0,2011-03-06,0,0,0.77,1458,3,1,0.42,2,0,0.3582,0,0,6,6,9,3.97029191355,312498.0,0,0,0
998,train,0.4242,39.0,2011-03-06,0,1,0.77,1459,3,1,0.42,2,0,0.2836,0,0,6,6,9,3.68887945411,312498.0,0,0,0
999,train,0.4091,32.0,2011-03-06,0,2,0.82,1460,3,1,0.4,2,0,0.2836,0,0,6,6,9,3.49650756147,312498.0,0,0,0
1000,train,0.4242,11.0,2011-03-06,0,3,0.82,1461,3,1,0.42,2,0,0.2985,0,0,6,6,9,2.48490664979,312498.0,0,0,0
1001,train,0.4242,3.0,2011-03-06,0,4,0.88,1462,3,1,0.42,2,0,0.3582,0,0,6,6,9,1.38629436112,312498.0,0,0,0
1002,train,0.4242,2.0,2011-03-06,0,6,0.94,1463,3,1,0.42,2,0,0.3582,0,0,6,6,9,1.09861228867,312498.0,0,0,0
1003,train,0.4242,5.0,2011-03-06,0,7,1.0,1464,3,1,0.42,3,0,0.4478,0,0,6,6,9,1.79175946923,312498.0,0,0,0
1004,train,0.4091,9.0,2011-03-06,0,8,1.0,1465,3,1,0.4,2,0,0.2985,0,0,6,6,9,2.30258509299,312498.0,0,0,0
1005,train,0.4242,22.0,2011-03-06,0,9,1.0,1466,3,1,0.42,2,0,0.2836,0,0,6,6,9,3.13549421593,312498.0,0,0,0
1006,train,0.4242,31.0,2011-03-06,0,10,1.0,1467,3,1,0.42,2,0,0.2985,0,0,6,6,9,3.4657359028,312498.0,1,0,0
1007,train,0.4242,62.0,2011-03-06,0,11,1.0,1468,3,1,0.42,2,0,0.2239,0,0,6,6,9,4.14313472639,312498.0,1,0,0
1008,train,0.4545,79.0,2011-03-06,0,12,0.94,1469,3,1,0.46,2,0,0.3284,0,0,6,6,9,4.38202663467,312498.0,1,0,0
1009,train,0.4545,105.0,2011-03-06,0,13,0.94,1470,3,1,0.46,2,0,0.3582,0,0,6,6,9,4.66343909411,312498.0,1,0,0
1010,train,0.4394,39.0,2011-03-06,0,14,1.0,1471,3,1,0.44,3,0,0.2239,0,0,6,6,9,3.68887945411,312498.0,1,0,0
1011,train,0.4394,7.0,2011-03-06,0,15,1.0,1472,3,1,0.44,3,0,0.2239,0,0,6,6,9,2.07944154168,312498.0,1,0,0
1012,train,0.3333,11.0,2011-03-06,0,16,1.0,1473,3,1,0.36,3,0,0.2836,0,0,6,6,9,2.48490664979,312498.0,1,0,0
1013,train,0.303,25.0,2011-03-06,0,17,1.0,1474,3,1,0.34,3,0,0.2985,0,0,6,6,9,3.25809653802,312498.0,1,0,0
1014,train,0.2879,23.0,2011-03-06,0,18,1.0,1475,3,1,0.32,3,0,0.3582,0,0,6,6,9,3.17805383035,312498.0,1,0,0
1015,train,0.2576,11.0,2011-03-06,0,19,1.0,1476,3,1,0.3,3,0,0.4925,0,0,6,6,9,2.48490664979,312498.0,1,0,0
1016,train,0.2424,11.0,2011-03-06,0,20,1.0,1477,3,1,0.28,3,0,0.4179,0,0,6,6,9,2.48490664979,312498.0,0,0,0
1017,train,0.1818,7.0,2011-03-06,0,21,0.93,1478,3,1,0.24,3,0,0.6119,0,0,6,6,9,2.07944154168,312498.0,0,0,0
1018,train,0.197,10.0,2011-03-06,0,22,1.0,1479,3,1,0.22,2,0,0.3881,0,0,6,6,9,2.3978952728,312498.0,0,0,0
1019,train,0.197,9.0,2011-03-06,0,23,1.0,1480,3,1,0.22,2,0,0.4179,0,0,6,6,9,2.30258509299,312498.0,0,0,0
1020,train,0.1818,4.0,2011-03-07,0,0,1.0,1481,3,1,0.2,3,1,0.3284,1,0,7,0,10,1.60943791243,312498.0,0,0,1
1021,train,0.1818,2.0,2011-03-07,0,1,1.0,1482,3,1,0.2,3,1,0.3284,1,0,7,0,10,1.09861228867,312498.0,0,0,1
1022,train,0.1515,1.0,2011-03-07,0,3,0.8,1483,3,1,0.2,1,1,0.5821,1,0,7,0,10,0.69314718056,312498.0,0,0,1
1023,train,0.1515,1.0,2011-03-07,0,4,0.8,1484,3,1,0.2,1,1,0.5224,1,0,7,0,10,0.69314718056,312498.0,0,0,1
1024,train,0.1818,1.0,2011-03-07,0,5,0.75,1485,3,1,0.2,1,1,0.3582,1,0,7,0,10,0.69314718056,312498.0,0,0,1
1025,train,0.1818,34.0,2011-03-07,0,6,0.75,1486,3,1,0.2,1,1,0.3881,1,0,7,0,10,3.55534806149,312498.0,0,0,1
1026,train,0.1667,91.0,2011-03-07,0,7,0.75,1487,3,1,0.2,1,1,0.4179,1,0,7,0,10,4.52178857705,312498.0,0,0,1
1027,train,0.1818,211.0,2011-03-07,0,8,0.75,1488,3,1,0.2,1,1,0.3881,1,0,7,0,10,5.35658627467,312498.0,1,0,1
1028,train,0.1818,134.0,2011-03-07,0,9,0.64,1489,3,1,0.22,1,1,0.4627,1,0,7,0,10,4.90527477844,312498.0,0,0,1
1029,train,0.2121,58.0,2011-03-07,0,10,0.6,1490,3,1,0.24,1,1,0.2985,1,0,7,0,10,4.07753744391,312498.0,0,0,1
1030,train,0.2121,60.0,2011-03-07,0,11,0.48,1491,3,1,0.26,1,1,0.4478,1,0,7,0,10,4.11087386417,312498.0,0,0,0
1031,train,0.2727,96.0,2011-03-07,0,12,0.42,1492,3,1,0.3,1,1,0.4179,1,0,7,0,10,4.5747109785,312498.0,1,0,0
1032,train,0.2879,70.0,2011-03-07,0,13,0.36,1493,3,1,0.32,1,1,0.3881,1,0,7,0,10,4.26267987704,312498.0,0,0,0
1033,train,0.2879,77.0,2011-03-07,0,14,0.36,1494,3,1,0.32,1,1,0.4179,1,0,7,0,10,4.35670882669,312498.0,0,0,0
1034,train,0.303,96.0,2011-03-07,0,15,0.31,1495,3,1,0.34,1,1,0.3881,1,0,7,0,10,4.5747109785,312498.0,0,0,0
1035,train,0.303,122.0,2011-03-07,0,16,0.31,1496,3,1,0.34,1,1,0.3582,1,0,7,0,10,4.81218435537,312498.0,0,0,0
1036,train,0.303,233.0,2011-03-07,0,17,0.29,1497,3,1,0.34,1,1,0.3582,1,0,7,0,10,5.45532111536,312498.0,1,0,0
1037,train,0.303,233.0,2011-03-07,0,18,0.31,1498,3,1,0.32,1,1,0.2239,1,0,7,0,10,5.45532111536,312498.0,1,0,0
1038,train,0.2879,145.0,2011-03-07,0,19,0.33,1499,3,1,0.3,1,1,0.2239,1,0,7,0,10,4.98360662171,312498.0,0,0,0
1039,train,0.303,92.0,2011-03-07,0,20,0.33,1500,3,1,0.3,1,1,0.1642,1,0,7,0,10,4.53259949315,312498.0,0,0,0
1040,train,0.2727,54.0,2011-03-07,0,21,0.38,1501,3,1,0.28,1,1,0.2239,1,0,7,0,10,4.00733318523,312498.0,0,0,0
1041,train,0.2576,35.0,2011-03-07,0,22,0.48,1502,3,1,0.26,1,1,0.1642,1,0,7,0,10,3.58351893846,312498.0,0,0,0
1042,train,0.3182,22.0,2011-03-07,0,23,0.48,1503,3,1,0.28,1,1,0.0,1,0,7,0,10,3.13549421593,312498.0,0,0,0
1043,train,0.2879,10.0,2011-03-08,0,0,0.48,1504,3,1,0.26,1,2,0.0896,1,0,8,1,10,2.3978952728,312498.0,0,0,0
1044,train,0.2424,4.0,2011-03-08,0,1,0.52,1505,3,1,0.24,1,2,0.1343,1,0,8,1,10,1.60943791243,312498.0,0,0,0
1045,train,0.2424,1.0,2011-03-08,0,2,0.52,1506,3,1,0.24,1,2,0.1343,1,0,8,1,10,0.69314718056,312498.0,0,0,0
1046,train,0.2576,7.0,2011-03-08,0,3,0.52,1507,3,1,0.24,1,2,0.0896,1,0,8,1,10,2.07944154168,312498.0,0,0,0
1047,train,0.2727,2.0,2011-03-08,0,4,0.64,1508,3,1,0.22,1,2,0.0,1,0,8,1,10,1.09861228867,312498.0,0,0,1
1048,train,0.2273,10.0,2011-03-08,0,5,0.69,1509,3,1,0.2,1,2,0.1045,1,0,8,1,10,2.3978952728,312498.0,0,0,1
1049,train,0.2576,45.0,2011-03-08,0,6,0.59,1510,3,1,0.2,1,2,0.0,1,0,8,1,10,3.82864139649,312498.0,0,0,0
1050,train,0.197,128.0,2011-03-08,0,7,0.64,1511,3,1,0.18,1,2,0.1343,1,0,8,1,10,4.85981240436,312498.0,0,0,1
1051,train,0.2273,257.0,2011-03-08,0,8,0.55,1512,3,1,0.22,1,2,0.194,1,0,8,1,10,5.55295958492,312498.0,1,0,0
1052,train,0.2576,151.0,2011-03-08,0,9,0.41,1513,3,1,0.26,1,2,0.1642,1,0,8,1,10,5.02388052085,312498.0,0,0,0
1053,train,0.2879,71.0,2011-03-08,0,10,0.33,1514,3,1,0.3,2,2,0.194,1,0,8,1,10,4.27666611902,312498.0,0,0,0
1054,train,0.3485,78.0,2011-03-08,0,11,0.25,1515,3,1,0.36,2,2,0.1642,1,0,8,1,10,4.36944785247,312498.0,0,0,0
1055,train,0.3788,99.0,2011-03-08,0,12,0.23,1516,3,1,0.36,2,2,0.0,1,0,8,1,10,4.60517018599,312498.0,1,0,0
1056,train,0.3939,98.0,2011-03-08,0,13,0.25,1517,3,1,0.38,2,2,0.1045,1,0,8,1,10,4.59511985013,312498.0,0,0,0
1057,train,0.3939,72.0,2011-03-08,0,14,0.2,1518,3,1,0.38,2,2,0.0,1,0,8,1,10,4.29045944115,312498.0,0,0,0
1058,train,0.3788,112.0,2011-03-08,0,15,0.18,1519,3,1,0.36,2,2,0.0,1,0,8,1,10,4.72738781871,312498.0,0,0,0
1059,train,0.3939,108.0,2011-03-08,0,16,0.27,1520,3,1,0.38,1,2,0.1642,1,0,8,1,10,4.69134788223,312498.0,0,0,0
1060,train,0.3485,248.0,2011-03-08,0,17,0.27,1521,3,1,0.36,1,2,0.2239,1,0,8,1,10,5.51745289646,312498.0,1,0,0
1061,train,0.3333,235.0,2011-03-08,0,18,0.27,1522,3,1,0.34,1,2,0.194,1,0,8,1,10,5.46383180503,312498.0,1,0,0
1062,train,0.3485,150.0,2011-03-08,0,19,0.31,1523,3,1,0.34,1,2,0.1045,1,0,8,1,10,5.01727983681,312498.0,0,0,0
1063,train,0.3333,76.0,2011-03-08,0,20,0.39,1524,3,1,0.32,1,2,0.0896,1,0,8,1,10,4.34380542185,312498.0,0,0,0
1064,train,0.2879,75.0,2011-03-08,0,21,0.49,1525,3,1,0.3,1,2,0.194,1,0,8,1,10,4.33073334029,312498.0,0,0,0
1065,train,0.2879,55.0,2011-03-08,0,22,0.49,1526,3,1,0.3,1,2,0.2239,1,0,8,1,10,4.02535169074,312498.0,0,0,0
1066,train,0.2727,41.0,2011-03-08,0,23,0.61,1527,3,1,0.28,1,2,0.194,1,0,8,1,10,3.73766961828,312498.0,0,0,1
1067,train,0.2879,9.0,2011-03-09,0,0,0.65,1528,3,1,0.26,1,3,0.0896,1,0,9,2,10,2.30258509299,312498.0,0,0,1
1068,train,0.2727,4.0,2011-03-09,0,1,0.52,1529,3,1,0.26,1,3,0.1343,1,0,9,2,10,1.60943791243,312498.0,0,0,0
1069,train,0.2727,2.0,2011-03-09,0,2,0.52,1530,3,1,0.26,1,3,0.1343,1,0,9,2,10,1.09861228867,312498.0,0,0,0
1070,train,0.2576,3.0,2011-03-09,0,3,0.7,1531,3,1,0.24,1,3,0.0896,1,0,9,2,10,1.38629436112,312498.0,0,0,1
1071,train,0.2576,2.0,2011-03-09,0,4,0.75,1532,3,1,0.24,1,3,0.1045,1,0,9,2,10,1.09861228867,312498.0,0,0,1
1072,train,0.2424,8.0,2011-03-09,0,5,0.81,1533,3,1,0.24,2,3,0.1343,1,0,9,2,10,2.19722457734,312498.0,0,0,1
