instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
2374,4/13/2011,2,0,4,19,0,3,1,1,0.44,0.62,0.2537,175
2375,4/13/2011,2,0,4,20,0,3,1,1,0.44,0.62,0.2537,126
2376,4/13/2011,2,0,4,21,0,3,1,1,0.42,0.67,0.1642,117
2377,4/13/2011,2,0,4,22,0,3,1,1,0.42,0.67,0.194,99
2378,4/13/2011,2,0,4,23,0,3,1,1,0.4,0.71,0.1343,62
2379,4/14/2011,2,0,4,0,0,4,1,1,0.38,0.76,0.1343,21
2380,4/14/2011,2,0,4,1,0,4,1,1,0.38,0.76,0.2239,10
2381,4/14/2011,2,0,4,2,0,4,1,1,0.36,0.76,0.1343,3
2382,4/14/2011,2,0,4,3,0,4,1,1,0.34,0.81,0.1343,2
2383,4/14/2011,2,0,4,4,0,4,1,1,0.34,0.76,0,9
2384,4/14/2011,2,0,4,5,0,4,1,1,0.34,0.76,0.0896,14
2385,4/14/2011,2,0,4,6,0,4,1,1,0.34,0.76,0.1045,70
2386,4/14/2011,2,0,4,7,0,4,1,1,0.38,0.66,0,193
2387,4/14/2011,2,0,4,8,0,4,1,1,0.42,0.58,0.1642,337
2388,4/14/2011,2,0,4,9,0,4,1,1,0.46,0.51,0.1343,170
2389,4/14/2011,2,0,4,10,0,4,1,1,0.5,0.51,0.194,89
2390,4/14/2011,2,0,4,11,0,4,1,1,0.52,0.45,0.1642,115
2391,4/14/2011,2,0,4,12,0,4,1,1,0.54,0.42,0.1343,145
2392,4/14/2011,2,0,4,13,0,4,1,1,0.56,0.37,0.2239,159
2393,4/14/2011,2,0,4,14,0,4,1,1,0.56,0.35,0.0896,137
2394,4/14/2011,2,0,4,15,0,4,1,1,0.6,0.31,0.0896,142
2395,4/14/2011,2,0,4,16,0,4,1,1,0.6,0.26,0.1045,202
2396,4/14/2011,2,0,4,17,0,4,1,1,0.6,0.28,0,388
2397,4/14/2011,2,0,4,18,0,4,1,1,0.56,0.3,0,337
2398,4/14/2011,2,0,4,19,0,4,1,1,0.54,0.32,0,259
2399,4/14/2011,2,0,4,20,0,4,1,1,0.5,0.51,0.194,169
2400,4/14/2011,2,0,4,21,0,4,1,1,0.46,0.63,0.1343,145
2401,4/14/2011,2,0,4,22,0,4,1,1,0.48,0.55,0.1045,104
2402,4/14/2011,2,0,4,23,0,4,1,1,0.46,0.59,0.1045,47
2403,4/15/2011,2,0,4,0,1,5,0,1,0.44,0.67,0,27
2404,4/15/2011,2,0,4,1,1,5,0,1,0.44,0.62,0,15
2405,4/15/2011,2,0,4,2,1,5,0,1,0.4,0.76,0,18
2406,4/15/2011,2,0,4,3,1,5,0,1,0.4,0.76,0,3
2407,4/15/2011,2,0,4,4,1,5,0,1,0.38,0.82,0.0896,3
2408,4/15/2011,2,0,4,5,1,5,0,1,0.36,0.81,0.1045,13
2409,4/15/2011,2,0,4,6,1,5,0,1,0.36,0.81,0.0896,47
2410,4/15/2011,2,0,4,7,1,5,0,1,0.4,0.71,0.1642,149
2411,4/15/2011,2,0,4,8,1,5,0,1,0.44,0.62,0.2985,300
2412,4/15/2011,2,0,4,9,1,5,0,1,0.5,0.55,0.194,178
2413,4/15/2011,2,0,4,10,1,5,0,1,0.5,0.55,0.194,122
2414,4/15/2011,2,0,4,11,1,5,0,1,0.52,0.55,0.194,136
2415,4/15/2011,2,0,4,12,1,5,0,1,0.52,0.55,0.2836,200
2416,4/15/2011,2,0,4,13,1,5,0,1,0.54,0.52,0.2537,180
2417,4/15/2011,2,0,4,14,1,5,0,1,0.54,0.52,0.2537,163
2418,4/15/2011,2,0,4,15,1,5,0,1,0.54,0.52,0.4478,162
2419,4/15/2011,2,0,4,16,1,5,0,1,0.52,0.55,0.4925,243
2420,4/15/2011,2,0,4,17,1,5,0,2,0.5,0.63,0.3881,331
2421,4/15/2011,2,0,4,18,1,5,0,2,0.46,0.67,0.3881,263
2422,4/15/2011,2,0,4,19,1,5,0,1,0.42,0.77,0.3881,209
2423,4/15/2011,2,0,4,20,1,5,0,2,0.4,0.76,0.3284,118
2424,4/15/2011,2,0,4,21,1,5,0,2,0.4,0.76,0.2985,102
2425,4/15/2011,2,0,4,22,1,5,0,2,0.38,0.82,0.3881,80
2426,4/15/2011,2,0,4,23,1,5,0,2,0.36,0.81,0.194,64
2427,4/16/2011,2,0,4,0,0,6,0,2,0.36,0.81,0.2239,43
2428,4/16/2011,2,0,4,1,0,6,0,2,0.36,0.87,0.2836,33
2429,4/16/2011,2,0,4,2,0,6,0,2,0.36,0.87,0.1343,24
2430,4/16/2011,2,0,4,3,0,6,0,2,0.36,0.87,0.1642,14
2431,4/16/2011,2,0,4,4,0,6,0,2,0.36,0.87,0.2239,5
2432,4/16/2011,2,0,4,5,0,6,0,2,0.38,0.87,0.2836,4
2433,4/16/2011,2,0,4,6,0,6,0,3,0.4,0.82,0.3284,10
2434,4/16/2011,2,0,4,7,0,6,0,2,0.4,0.82,0.4179,21
2435,4/16/2011,2,0,4,8,0,6,0,3,0.4,0.87,0.3582,45
2436,4/16/2011,2,0,4,9,0,6,0,3,0.4,1,0.2985,29
2437,4/16/2011,2,0,4,10,0,6,0,3,0.42,0.94,0.3881,22
2438,4/16/2011,2,0,4,11,0,6,0,3,0.42,0.94,0.4478,31
2439,4/16/2011,2,0,4,12,0,6,0,2,0.46,0.88,0.5821,32
2440,4/16/2011,2,0,4,13,0,6,0,3,0.46,0.94,0.5224,58
2441,4/16/2011,2,0,4,14,0,6,0,3,0.52,0.83,0.5821,63
2442,4/16/2011,2,0,4,15,0,6,0,3,0.52,0.83,0.5821,78
2443,4/16/2011,2,0,4,16,0,6,0,3,0.5,0.88,0.4627,33
2444,4/16/2011,2,0,4,17,0,6,0,3,0.5,0.88,0.5821,15
2445,4/16/2011,2,0,4,18,0,6,0,2,0.5,0.94,0.3881,38
2446,4/16/2011,2,0,4,19,0,6,0,2,0.52,0.94,0.4179,71
2447,4/16/2011,2,0,4,20,0,6,0,3,0.44,0.94,0.2239,53
2448,4/16/2011,2,0,4,21,0,6,0,2,0.44,0.94,0,14
2449,4/16/2011,2,0,4,22,0,6,0,3,0.42,1,0,24
2450,4/16/2011,2,0,4,23,0,6,0,2,0.44,0.77,0.2836,35
2451,4/17/2011,2,0,4,0,0,0,0,2,0.44,0.77,0.2836,33
2452,4/17/2011,2,0,4,1,0,0,0,1,0.42,0.67,0.2239,31
2453,4/17/2011,2,0,4,2,0,0,0,1,0.4,0.62,0.194,29
2454,4/17/2011,2,0,4,3,0,0,0,1,0.4,0.66,0.1343,25
2455,4/17/2011,2,0,4,4,0,0,0,1,0.36,0.76,0.1045,7
2456,4/17/2011,2,0,4,5,0,0,0,1,0.36,0.71,0.1642,3
2457,4/17/2011,2,0,4,6,0,0,0,1,0.36,0.66,0.4478,8
2458,4/17/2011,2,0,4,7,0,0,0,1,0.36,0.5,0.3582,16
2459,4/17/2011,2,0,4,8,0,0,0,1,0.38,0.46,0.3881,43
2460,4/17/2011,2,0,4,9,0,0,0,1,0.4,0.43,0.2836,102
2461,4/17/2011,2,0,4,10,0,0,0,1,0.42,0.44,0.4478,211
2462,4/17/2011,2,0,4,11,0,0,0,1,0.46,0.41,0.4179,304
2463,4/17/2011,2,0,4,12,0,0,0,1,0.46,0.38,0.3881,354
2464,4/17/2011,2,0,4,13,0,0,0,1,0.5,0.34,0.3881,343
2465,4/17/2011,2,0,4,14,0,0,0,1,0.52,0.34,0.3881,361
2466,4/17/2011,2,0,4,15,0,0,0,1,0.54,0.32,0.5224,388
2467,4/17/2011,2,0,4,16,0,0,0,1,0.54,0.3,0.3582,343
2468,4/17/2011,2,0,4,17,0,0,0,1,0.56,0.3,0.4478,306
2469,4/17/2011,2,0,4,18,0,0,0,1,0.56,0.3,0.3881,277
2470,4/17/2011,2,0,4,19,0,0,0,1,0.56,0.3,0.2985,210
2471,4/17/2011,2,0,4,20,0,0,0,1,0.52,0.36,0.194,141
2472,4/17/2011,2,0,4,21,0,0,0,1,0.5,0.42,0.194,83
2473,4/17/2011,2,0,4,22,0,0,0,1,0.5,0.39,0.1045,70
2474,4/17/2011,2,0,4,23,0,0,0,1,0.44,0.67,0.1642,56
2475,4/18/2011,2,0,4,0,0,1,1,1,0.46,0.47,0.0896,39
2476,4/18/2011,2,0,4,1,0,1,1,1,0.46,0.47,0.1343,19
2477,4/18/2011,2,0,4,2,0,1,1,1,0.42,0.67,0.1045,16
2478,4/18/2011,2,0,4,3,0,1,1,1,0.42,0.62,0.1045,7
2479,4/18/2011,2,0,4,4,0,1,1,1,0.4,0.87,0.1642,6
2480,4/18/2011,2,0,4,5,0,1,1,1,0.4,0.76,0.0896,16
2481,4/18/2011,2,0,4,6,0,1,1,1,0.4,0.82,0,54
2482,4/18/2011,2,0,4,7,0,1,1,1,0.46,0.63,0,168
2483,4/18/2011,2,0,4,8,0,1,1,1,0.46,0.63,0,297
2484,4/18/2011,2,0,4,9,0,1,1,2,0.5,0.55,0.1045,169
2485,4/18/2011,2,0,4,10,0,1,1,2,0.52,0.55,0.1045,109
2486,4/18/2011,2,0,4,11,0,1,1,2,0.54,0.52,0.0896,123
2487,4/18/2011,2,0,4,12,0,1,1,2,0.56,0.49,0.0896,184
2488,4/18/2011,2,0,4,13,0,1,1,2,0.56,0.49,0.1642,169
2489,4/18/2011,2,0,4,14,0,1,1,2,0.58,0.49,0.194,144
2490,4/18/2011,2,0,4,15,0,1,1,2,0.6,0.43,0.194,176
2491,4/18/2011,2,0,4,16,0,1,1,1,0.6,0.46,0.2836,205
2492,4/18/2011,2,0,4,17,0,1,1,1,0.58,0.49,0.2836,428
2493,4/18/2011,2,0,4,18,0,1,1,1,0.64,0.31,0.3582,362
2494,4/18/2011,2,0,4,19,0,1,1,1,0.56,0.46,0.2537,286
2495,4/18/2011,2,0,4,20,0,1,1,1,0.6,0.33,0.2985,165
2496,4/18/2011,2,0,4,21,0,1,1,1,0.56,0.37,0.2836,151
2497,4/18/2011,2,0,4,22,0,1,1,1,0.52,0.55,0.2836,90
2498,4/18/2011,2,0,4,23,0,1,1,1,0.5,0.59,0.2537,46
2499,4/19/2011,2,0,4,0,0,2,1,1,0.5,0.55,0.2239,25
2500,4/19/2011,2,0,4,1,0,2,1,1,0.46,0.63,0.2239,7
2501,4/19/2011,2,0,4,2,0,2,1,1,0.46,0.67,0.2836,13
2502,4/19/2011,2,0,4,3,0,2,1,1,0.48,0.63,0.2239,3
2503,4/19/2011,2,0,4,4,0,2,1,1,0.46,0.67,0.0896,5
2504,4/19/2011,2,0,4,5,0,2,1,2,0.46,0.72,0.194,18
2505,4/19/2011,2,0,4,6,0,2,1,2,0.48,0.67,0,65
2506,4/19/2011,2,0,4,7,0,2,1,2,0.52,0.55,0,188
2507,4/19/2011,2,0,4,8,0,2,1,2,0.5,0.68,0.1343,351
2508,4/19/2011,2,0,4,9,0,2,1,3,0.52,0.63,0.0896,162
2509,4/19/2011,2,0,4,10,0,2,1,2,0.5,0.72,0.2239,75
2510,4/19/2011,2,0,4,11,0,2,1,2,0.54,0.68,0.1642,72
2511,4/19/2011,2,0,4,12,0,2,1,2,0.54,0.64,0.0896,103
2512,4/19/2011,2,0,4,13,0,2,1,2,0.54,0.68,0.2239,129
2513,4/19/2011,2,0,4,14,0,2,1,2,0.54,0.64,0.194,107
2514,4/19/2011,2,0,4,15,0,2,1,2,0.54,0.65,0.1642,127
2515,4/19/2011,2,0,4,16,0,2,1,1,0.56,0.52,0.2985,192
2516,4/19/2011,2,0,4,17,0,2,1,1,0.56,0.6,0.1045,411
2517,4/19/2011,2,0,4,18,0,2,1,2,0.54,0.64,0.1343,421
2518,4/19/2011,2,0,4,19,0,2,1,2,0.5,0.72,0.194,276
2519,4/19/2011,2,0,4,20,0,2,1,2,0.5,0.72,0.2239,168
2520,4/19/2011,2,0,4,21,0,2,1,2,0.5,0.72,0.1343,122
2521,4/19/2011,2,0,4,22,0,2,1,1,0.48,0.77,0.0896,112
2522,4/19/2011,2,0,4,23,0,2,1,1,0.46,0.88,0.0896,52
2787,5/1/2011,2,0,5,0,0,0,0,1,0.42,0.67,0.0896,96
2788,5/1/2011,2,0,5,1,0,0,0,1,0.42,0.69,0.1045,59
2789,5/1/2011,2,0,5,2,0,0,0,1,0.42,0.77,0.1045,50
2790,5/1/2011,2,0,5,3,0,0,0,1,0.4,0.82,0.1045,23
2791,5/1/2011,2,0,5,4,0,0,0,1,0.4,0.76,0.1045,17
2792,5/1/2011,2,0,5,5,0,0,0,1,0.4,0.82,0.0896,10
2793,5/1/2011,2,0,5,6,0,0,0,2,0.4,0.82,0.0896,13
2794,5/1/2011,2,0,5,7,0,0,0,2,0.42,0.77,0.0896,33
2795,5/1/2011,2,0,5,8,0,0,0,2,0.44,0.77,0.1343,59
2796,5/1/2011,2,0,5,9,0,0,0,2,0.46,0.72,0.1343,141
2797,5/1/2011,2,0,5,10,0,0,0,2,0.48,0.63,0.194,264
2798,5/1/2011,2,0,5,11,0,0,0,1,0.46,0.82,0.1045,250
2799,5/1/2011,2,0,5,12,0,0,0,2,0.48,0.77,0.1045,281
2800,5/1/2011,2,0,5,13,0,0,0,2,0.5,0.63,0.1642,332
2801,5/1/2011,2,0,5,14,0,0,0,2,0.5,0.68,0.1045,238
2802,5/1/2011,2,0,5,15,0,0,0,2,0.5,0.72,0,266
2803,5/1/2011,2,0,5,16,0,0,0,2,0.5,0.72,0.194,214
2804,5/1/2011,2,0,5,17,0,0,0,2,0.48,0.82,0.2537,196
2805,5/1/2011,2,0,5,18,0,0,0,2,0.46,0.82,0.0896,159
2806,5/1/2011,2,0,5,19,0,0,0,2,0.46,0.84,0.1045,178
2807,5/1/2011,2,0,5,20,0,0,0,2,0.46,0.82,0,121
2808,5/1/2011,2,0,5,21,0,0,0,2,0.46,0.82,0,105
2809,5/1/2011,2,0,5,22,0,0,0,2,0.46,0.82,0,100
2810,5/1/2011,2,0,5,23,0,0,0,1,0.46,0.77,0.194,146
2811,5/2/2011,2,0,5,0,0,1,1,1,0.46,0.72,0.1343,177
2812,5/2/2011,2,0,5,1,0,1,1,1,0.46,0.72,0.1343,114
2813,5/2/2011,2,0,5,2,0,1,1,2,0.44,0.77,0.2239,35
2814,5/2/2011,2,0,5,3,0,1,1,1,0.44,0.77,0.1343,16
2815,5/2/2011,2,0,5,4,0,1,1,1,0.44,0.77,0.1642,17
2816,5/2/2011,2,0,5,5,0,1,1,2,0.44,0.77,0.1343,20
2817,5/2/2011,2,0,5,6,0,1,1,1,0.44,0.88,0.1045,62
2818,5/2/2011,2,0,5,7,0,1,1,2,0.46,0.82,0.3284,209
2819,5/2/2011,2,0,5,8,0,1,1,2,0.48,0.77,0.2239,371
2820,5/2/2011,2,0,5,9,0,1,1,2,0.5,0.77,0.2836,172
2821,5/2/2011,2,0,5,10,0,1,1,2,0.54,0.77,0.2239,108
2822,5/2/2011,2,0,5,11,0,1,1,1,0.58,0.73,0.2985,130
2823,5/2/2011,2,0,5,12,0,1,1,1,0.62,0.69,0.2239,187
2824,5/2/2011,2,0,5,13,0,1,1,2,0.62,0.69,0.194,170
2825,5/2/2011,2,0,5,14,0,1,1,1,0.64,0.69,0.2239,181
2826,5/2/2011,2,0,5,15,0,1,1,1,0.66,0.61,0.194,155
2827,5/2/2011,2,0,5,16,0,1,1,1,0.66,0.61,0.2239,269
2828,5/2/2011,2,0,5,17,0,1,1,1,0.66,0.65,0.194,537
2829,5/2/2011,2,0,5,18,0,1,1,2,0.64,0.65,0.194,518
2830,5/2/2011,2,0,5,19,0,1,1,2,0.62,0.69,0.1343,314
2831,5/2/2011,2,0,5,20,0,1,1,2,0.62,0.69,0.1343,218
2832,5/2/2011,2,0,5,21,0,1,1,2,0.6,0.73,0.1045,232
2833,5/2/2011,2,0,5,22,0,1,1,2,0.6,0.73,0,125
2834,5/2/2011,2,0,5,23,0,1,1,2,0.56,0.83,0.194,64
2835,5/3/2011,2,0,5,0,0,2,1,2,0.56,0.83,0.2239,16
2836,5/3/2011,2,0,5,1,0,2,1,2,0.56,0.78,0.2537,14
2837,5/3/2011,2,0,5,2,0,2,1,2,0.56,0.78,0.2537,5
2838,5/3/2011,2,0,5,3,0,2,1,1,0.54,0.83,0.2836,2
2839,5/3/2011,2,0,5,4,0,2,1,1,0.52,0.88,0.2239,4
2840,5/3/2011,2,0,5,5,0,2,1,1,0.52,0.88,0.1343,14
2841,5/3/2011,2,0,5,6,0,2,1,2,0.52,0.94,0.1642,109
2842,5/3/2011,2,0,5,7,0,2,1,2,0.54,0.88,0.2239,265
2843,5/3/2011,2,0,5,8,0,2,1,2,0.56,0.83,0.2836,459
2844,5/3/2011,2,0,5,9,0,2,1,2,0.6,0.78,0.3582,186
2845,5/3/2011,2,0,5,10,0,2,1,2,0.64,0.69,0.3582,127
2846,5/3/2011,2,0,5,11,0,2,1,2,0.66,0.65,0.3284,140
2847,5/3/2011,2,0,5,12,0,2,1,2,0.68,0.61,0.4925,217
2848,5/3/2011,2,0,5,13,0,2,1,2,0.7,0.58,0.6119,194
2849,5/3/2011,2,0,5,14,0,2,1,2,0.7,0.58,0.5224,158
2850,5/3/2011,2,0,5,15,0,2,1,2,0.7,0.58,0.4478,154
2851,5/3/2011,2,0,5,16,0,2,1,1,0.72,0.54,0.4627,271
2852,5/3/2011,2,0,5,17,0,2,1,1,0.7,0.54,0.4627,517
2853,5/3/2011,2,0,5,18,0,2,1,1,0.7,0.48,0.4179,544
2854,5/3/2011,2,0,5,19,0,2,1,1,0.68,0.57,0.3582,365
2855,5/3/2011,2,0,5,20,0,2,1,1,0.66,0.61,0.194,290
2856,5/3/2011,2,0,5,21,0,2,1,2,0.64,0.61,0.4478,225
2857,5/3/2011,2,0,5,22,0,2,1,2,0.58,0.6,0.3881,113
2858,5/3/2011,2,0,5,23,0,2,1,2,0.56,0.68,0.3284,62
2859,5/4/2011,2,0,5,0,0,3,1,3,0.52,0.77,0.1642,27
2860,5/4/2011,2,0,5,1,0,3,1,3,0.5,0.82,0.2836,7
2861,5/4/2011,2,0,5,2,0,3,1,3,0.5,0.82,0.2836,4
2862,5/4/2011,2,0,5,3,0,3,1,3,0.42,0.88,0.5224,1
2863,5/4/2011,2,0,5,4,0,3,1,3,0.38,0.94,0.3284,3
2864,5/4/2011,2,0,5,5,0,3,1,3,0.36,0.87,0.3284,9
2865,5/4/2011,2,0,5,6,0,3,1,3,0.34,0.93,0.3881,21
2866,5/4/2011,2,0,5,7,0,3,1,3,0.34,0.93,0.3582,52
2867,5/4/2011,2,0,5,8,0,3,1,3,0.34,0.93,0.3881,79
2868,5/4/2011,2,0,5,9,0,3,1,3,0.34,0.93,0.3582,40
2869,5/4/2011,2,0,5,10,0,3,1,2,0.34,0.93,0.2836,31
2870,5/4/2011,2,0,5,11,0,3,1,1,0.4,0.82,0.3284,72
2871,5/4/2011,2,0,5,12,0,3,1,2,0.44,0.62,0.3582,124
2872,5/4/2011,2,0,5,13,0,3,1,2,0.46,0.59,0.4478,143
2873,5/4/2011,2,0,5,14,0,3,1,1,0.5,0.51,0.3881,107
2874,5/4/2011,2,0,5,15,0,3,1,1,0.48,0.51,0.4179,129
2875,5/4/2011,2,0,5,16,0,3,1,1,0.5,0.45,0.4627,195
2876,5/4/2011,2,0,5,17,0,3,1,1,0.4,0.71,0.2537,410
2877,5/4/2011,2,0,5,18,0,3,1,1,0.42,0.67,0.2537,396
2878,5/4/2011,2,0,5,19,0,3,1,1,0.42,0.58,0.3582,296
2879,5/4/2011,2,0,5,20,0,3,1,1,0.4,0.62,0.3284,191
2880,5/4/2011,2,0,5,21,0,3,1,1,0.4,0.62,0.1642,150
2881,5/4/2011,2,0,5,22,0,3,1,1,0.38,0.62,0.2239,89
2882,5/4/2011,2,0,5,23,0,3,1,1,0.36,0.62,0.2239,57
2883,5/5/2011,2,0,5,0,0,4,1,1,0.36,0.66,0.194,27
2884,5/5/2011,2,0,5,1,0,4,1,1,0.34,0.71,0.194,10
2885,5/5/2011,2,0,5,2,0,4,1,1,0.34,0.66,0.2239,5
2886,5/5/2011,2,0,5,3,0,4,1,1,0.34,0.66,0.2537,4
2887,5/5/2011,2,0,5,4,0,4,1,1,0.34,0.66,0.2537,7
2888,5/5/2011,2,0,5,5,0,4,1,1,0.34,0.66,0.2537,30
2889,5/5/2011,2,0,5,6,0,4,1,1,0.34,0.66,0.2537,89
2890,5/5/2011,2,0,5,7,0,4,1,1,0.38,0.58,0.2537,271
2891,5/5/2011,2,0,5,8,0,4,1,1,0.42,0.5,0.2537,440
2892,5/5/2011,2,0,5,9,0,4,1,1,0.46,0.44,0.2836,184
2893,5/5/2011,2,0,5,10,0,4,1,1,0.5,0.39,0.2836,128
2894,5/5/2011,2,0,5,11,0,4,1,1,0.52,0.36,0.4478,148
2895,5/5/2011,2,0,5,12,0,4,1,1,0.52,0.34,0.3582,196
2896,5/5/2011,2,0,5,13,0,4,1,1,0.54,0.3,0.5821,192
2897,5/5/2011,2,0,5,14,0,4,1,1,0.54,0.28,0.4478,154
2898,5/5/2011,2,0,5,15,0,4,1,1,0.56,0.26,0.4925,147
2899,5/5/2011,2,0,5,16,0,4,1,1,0.58,0.24,0.4179,269
2900,5/5/2011,2,0,5,17,0,4,1,1,0.56,0.26,0.3881,533
2901,5/5/2011,2,0,5,18,0,4,1,1,0.56,0.26,0.2836,520
2902,5/5/2011,2,0,5,19,0,4,1,1,0.54,0.28,0.2239,361
2903,5/5/2011,2,0,5,20,0,4,1,1,0.5,0.34,0.1642,258
2904,5/5/2011,2,0,5,21,0,4,1,1,0.5,0.36,0.194,180
2905,5/5/2011,2,0,5,22,0,4,1,1,0.48,0.39,0.194,165
2906,5/5/2011,2,0,5,23,0,4,1,1,0.46,0.41,0.194,115
2907,5/6/2011,2,0,5,0,0,5,1,1,0.44,0.44,0.1642,56
2908,5/6/2011,2,0,5,1,0,5,1,1,0.4,0.62,0.1642,32
2909,5/6/2011,2,0,5,2,0,5,1,1,0.38,0.62,0.1045,16
2910,5/6/2011,2,0,5,3,0,5,1,1,0.36,0.71,0.1045,9
2911,5/6/2011,2,0,5,4,0,5,1,1,0.36,0.71,0.1045,1
2912,5/6/2011,2,0,5,5,0,5,1,1,0.34,0.81,0.1045,16
2913,5/6/2011,2,0,5,6,0,5,1,1,0.36,0.81,0.0896,82
2914,5/6/2011,2,0,5,7,0,5,1,1,0.4,0.82,0,222
2915,5/6/2011,2,0,5,8,0,5,1,1,0.42,0.77,0.2537,450
2916,5/6/2011,2,0,5,9,0,5,1,1,0.46,0.67,0.2836,188
2917,5/6/2011,2,0,5,10,0,5,1,2,0.54,0.49,0.3284,127
2918,5/6/2011,2,0,5,11,0,5,1,2,0.54,0.49,0.3284,165
2919,5/6/2011,2,0,5,12,0,5,1,1,0.56,0.49,0.3582,246
2920,5/6/2011,2,0,5,13,0,5,1,1,0.58,0.4,0.3284,253
2921,5/6/2011,2,0,5,14,0,5,1,1,0.6,0.4,0.4478,213
2922,5/6/2011,2,0,5,15,0,5,1,1,0.6,0.38,0.3881,260
2923,5/6/2011,2,0,5,16,0,5,1,1,0.6,0.4,0.2537,344
2924,5/6/2011,2,0,5,17,0,5,1,1,0.58,0.4,0.3582,553
2925,5/6/2011,2,0,5,18,0,5,1,3,0.54,0.52,0.3582,470
2926,5/6/2011,2,0,5,19,0,5,1,3,0.54,0.52,0.3582,292
2927,5/6/2011,2,0,5,20,0,5,1,1,0.52,0.48,0.1045,190
2928,5/6/2011,2,0,5,21,0,5,1,1,0.48,0.67,0.1343,152
2929,5/6/2011,2,0,5,22,0,5,1,1,0.46,0.72,0.2239,151
2930,5/6/2011,2,0,5,23,0,5,1,1,0.44,0.82,0.1343,120
2931,5/7/2011,2,0,5,0,0,6,0,1,0.42,0.82,0.1343,86
2932,5/7/2011,2,0,5,1,0,6,0,1,0.42,0.82,0.1045,58
2933,5/7/2011,2,0,5,2,0,6,0,1,0.42,0.82,0.0896,52
2934,5/7/2011,2,0,5,3,0,6,0,1,0.42,0.77,0.0896,18
2935,5/7/2011,2,0,5,4,0,6,0,1,0.4,0.82,0.1045,5
2936,5/7/2011,2,0,5,5,0,6,0,1,0.46,0.59,0.1343,7
2937,5/7/2011,2,0,5,6,0,6,0,1,0.42,0.77,0.0896,13
2938,5/7/2011,2,0,5,7,0,6,0,1,0.48,0.59,0,40
2939,5/7/2011,2,0,5,8,0,6,0,1,0.52,0.52,0.194,115
2940,5/7/2011,2,0,5,9,0,6,0,1,0.54,0.49,0.2836,218
2941,5/7/2011,2,0,5,10,0,6,0,1,0.56,0.49,0.2985,298
2942,5/7/2011,2,0,5,11,0,6,0,1,0.56,0.43,0,347
2943,5/7/2011,2,0,5,12,0,6,0,1,0.6,0.4,0.194,373
2944,5/7/2011,2,0,5,13,0,6,0,1,0.6,0.35,0.2836,436
2945,5/7/2011,2,0,5,14,0,6,0,3,0.6,0.35,0.1642,378
2946,5/7/2011,2,0,5,15,0,6,0,1,0.6,0.38,0.2537,378
2947,5/7/2011,2,0,5,16,0,6,0,1,0.6,0.38,0.194,342
2948,5/7/2011,2,0,5,17,0,6,0,1,0.58,0.4,0.2239,354
2949,5/7/2011,2,0,5,18,0,6,0,1,0.58,0.37,0.1642,289
2950,5/7/2011,2,0,5,19,0,6,0,1,0.56,0.43,0.194,267
2951,5/7/2011,2,0,5,20,0,6,0,1,0.56,0.43,0.1343,219
2952,5/7/2011,2,0,5,21,0,6,0,1,0.54,0.49,0.2239,182
2953,5/7/2011,2,0,5,22,0,6,0,1,0.54,0.49,0.194,120
2954,5/7/2011,2,0,5,23,0,6,0,1,0.5,0.59,0.1045,119
2955,5/8/2011,2,0,5,0,0,0,0,2,0.5,0.59,0.1045,100
2956,5/8/2011,2,0,5,1,0,0,0,2,0.52,0.55,0,64
2957,5/8/2011,2,0,5,2,0,0,0,1,0.48,0.63,0,59
2958,5/8/2011,2,0,5,3,0,0,0,1,0.46,0.72,0.0896,31
2959,5/8/2011,2,0,5,4,0,0,0,1,0.42,0.82,0,10
2960,5/8/2011,2,0,5,5,0,0,0,2,0.44,0.77,0,5
2961,5/8/2011,2,0,5,6,0,0,0,2,0.44,0.82,0,6
2962,5/8/2011,2,0,5,7,0,0,0,2,0.46,0.82,0,23
2963,5/8/2011,2,0,5,8,0,0,0,1,0.52,0.63,0.1343,86
2964,5/8/2011,2,0,5,9,0,0,0,1,0.56,0.52,0.2239,160
2965,5/8/2011,2,0,5,10,0,0,0,1,0.58,0.49,0.1343,244
2966,5/8/2011,2,0,5,11,0,0,0,1,0.58,0.49,0.0896,340
2967,5/8/2011,2,0,5,12,0,0,0,1,0.6,0.46,0.0896,382
2968,5/8/2011,2,0,5,13,0,0,0,1,0.6,0.49,0.1343,390
2969,5/8/2011,2,0,5,14,0,0,0,1,0.6,0.49,0,366
2970,5/8/2011,2,0,5,15,0,0,0,1,0.6,0.49,0,358
2971,5/8/2011,2,0,5,16,0,0,0,1,0.6,0.46,0.1045,385
2972,5/8/2011,2,0,5,17,0,0,0,3,0.58,0.49,0.2836,351
2973,5/8/2011,2,0,5,18,0,0,0,1,0.58,0.49,0,268
2974,5/8/2011,2,0,5,19,0,0,0,1,0.56,0.64,0,239
2975,5/8/2011,2,0,5,20,0,0,0,1,0.52,0.77,0.1343,174
2976,5/8/2011,2,0,5,21,0,0,0,1,0.52,0.77,0.0896,127
2977,5/8/2011,2,0,5,22,0,0,0,1,0.5,0.88,0.0896,115
2978,5/8/2011,2,0,5,23,0,0,0,1,0.46,0.88,0.0896,50
2979,5/9/2011,2,0,5,0,0,1,1,1,0.46,0.82,0.0896,53
2980,5/9/2011,2,0,5,1,0,1,1,1,0.44,0.88,0,33
